,text,label
1205,"یعنی ادم هر چی باشه حسود و بی ادب نباشه شما در حدی نیستی که استاد رائفیپور و نقد کنی و ب ما تنگ فرقه بزنی چکار کرده استاد ک انقد سوختی</s>رائفی_پور</s></s>SCONJ,NOUN,NOUN,DET,NOUN,AUX,ADJ,ADJ,CCONJ,ADJ,ADJ,AUX,AUX,PUNCT,PRON,ADP,NOUN,PRON,AUX,AUX,SCONJ,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,CCONJ,NOUN,VERB,CCONJ,ADP,PRON,NOUN,NOUN,NOUN,VERB,VERB,PUNCT,NOUN,NOUN,VERB,NOUN,SCONJ,ADV,NOUN,VERB,AUX,PUNCT</s></s>!,!,!</s>",ANGRY
1206,"انتقال پرونده پروینمحمدی به دادگاه در پی اعتراض به صدور قرار بازداشت یک ماه </s>پروین_محمدی,بازداشت</s></s>NOUN,NOUN,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,NOUN,PUNCT,NOUN,NOUN,NUM,ADJ,PUNCT</s>",OTHER
1207,"از یک سنی به بعد همه ی ترسهای گذشته در کنار ترسهای تازه قرار میگیرن همه باهم به سمت آینده حرکت میکن و انگار هیچ اراده و قدرتی توان توقف این مجموعه ی ترسناک رو نداره بزرگ شدن اونی نبود که فکر میکردیم</s>ADP,NUM,NOUN,ADP,NOUN,NOUN,PUNCT,NOUN,NOUN,ADJ,ADP,NOUN,NOUN,NOUN,ADJ,NOUN,VERB,VERB,PUNCT,NOUN,PRON,NOUN,PRON,ADP,NOUN,NOUN,NOUN,NOUN,VERB,VERB,VERB,CCONJ,ADV,DET,NOUN,CCONJ,NOUN,ADJ,NOUN,NOUN,NOUN,DET,NOUN,PUNCT,ADJ,ADJ,PART,VERB,PUNCT,ADJ,NOUN,PRON,PRON,AUX,SCONJ,NOUN,VERB,VERB,PUNCT</s>",FEAR
1208,"من از هیچکس بیشتر از چند روز متنفر نبودم</s>PRON,ADP,DET,NOUN,ADJ,ADP,DET,NOUN,ADJ,ADJ,AUX,AUX</s>",HATE
1209,"با یکم حوصله خودت میتونی بدوزیش</s>ADP,NUM,NOUN,NOUN,NOUN,PRON,PRON,AUX,VERB,VERB,VERB,PUNCT</s>",OTHER
1210,"چرا اساتید وقتی کلاسی رو کنسل میکن جلسه بعد بابتش عذر خواهی میکن یعنی واقعا دانشجوی وجود داره که از کنسل شدن کلاسی ناراحت بشه</s>ADV,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,VERB,VERB,NOUN,ADJ,ADP,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,VERB,VERB,VERB,PUNCT,SCONJ,ADV,NOUN,NOUN,VERB,SCONJ,ADP,NOUN,ADJ,NOUN,NOUN,ADJ,ADJ,VERB,PUNCT,PUNCT</s></s>!,!,!</s>",SURPRISE
1211,"لعنت به آزادی بیان غربی لعنت به جک دورسی لعنت به تویتر تویتر اکانت ژان والژان با نوزده کا فالور روبست</s>NOUN,ADP,NOUN,NOUN,ADJ,NOUN,ADP,PROPN,PROPN,PROPN,PROPN,NOUN,ADP,NOUN,PROPN,NOUN,PROPN,PROPN,PROPN,NOUN,NOUN,PROPN,PROPN,PROPN,NOUN,ADP,NOUN,NUM,NOUN,NOUN,NOUN,VERB,VERB,AUX,PUNCT</s></s>!</s>",HATE
1212,"هفت راهکار پیشگیری آزار کودکان تصویب قوانین پیشگیرانه تغیر معیارهای فرهنگی ترویج کنده خشونت محیط امن و قابل زندگی مراقبت و حمایت از خانواده و سرپرستان کودک بهبود وضعیت اقتصادی ایجاد انجمن ها و سازمان های حمایتگر آموزش مهارت زندگی آزاربس</s>آزار_بس</s></s>NUM,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,ADJ,CCONJ,ADJ,NOUN,NOUN,NOUN,CCONJ,NOUN,ADP,NOUN,CCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN</s>",OTHER
1213,"تو کتاب خشم و هیاهو یه اتفاقه عجیب میوفته دختره نامشروع حاملس برادرش بهش میگه اگ میخوای من زنا با محارم رو گردن میگیرم و خودم و تو و اون بچه میذاریم میریم از اینجا قلم این بشر کوه هارو جابه جا میکنه ویلیانفاکنر</s>ویلیان_فاکنر</s></s>ADP,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NUM,NOUN,AUX,ADJ,VERB,VERB,VERB,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,NOUN,PRON,ADP,PRON,VERB,VERB,SCONJ,SCONJ,VERB,VERB,VERB,PRON,NOUN,NOUN,ADP,NOUN,NOUN,ADP,NOUN,VERB,VERB,CCONJ,PRON,CCONJ,PRON,CCONJ,DET,NOUN,VERB,VERB,VERB,VERB,VERB,ADP,NOUN,NOUN,DET,NOUN,NOUN,NOUN,ADP,ADJ,ADP,NOUN,VERB,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN</s>",SURPRISE
1214,"کلا از فیلم های ژانر وحشت خوشم نمیاد ولی این چیز دیگه ای بود فیلمی با اتمسفر سنگین کارگردانی عالی و داستانی متوسط ولی امکان نداره بعد از دیدنش بهش فکر نکنی</s>Hereditary</s></s>ADV,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,PRON,VERB,VERB,CCONJ,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,AUX,NOUN,ADJ,ADP,NOUN,NOUN,NOUN,ADJ,PUNCT,NOUN,NOUN,ADJ,CCONJ,NOUN,ADJ,ADJ,CCONJ,NOUN,VERB,ADP,ADP,NOUN,PRON,ADP,PRON,NOUN,VERB,VERB</s>",HAPPY
1215,"اندکی صبر سحر نزدیک است قلبم از دیدن این صحنه های وحشتناک مچاله شد</s>ADJ,NOUN,NOUN,NOUN,ADJ,AUX,PUNCT,PUNCT,NOUN,PRON,ADP,NOUN,DET,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,AUX,PUNCT</s></s>?</s>",SAD
1216,"فرزانه و عطائاله خواهر و برادری که در یکروز به دنیا آمدند با هم قد کشیدند یکجا مکتب رفتند و بالاخره با هم در یکروز در مرکز آموزشی موعود در هنگام آموزش قربانی جهل و خشونت شدند روحتان شاد</s>NOUN,PROPN,PROPN,CCONJ,PROPN,PROPN,PROPN,PUNCT,NOUN,CCONJ,NOUN,SCONJ,ADP,NUM,NOUN,ADP,NOUN,VERB,VERB,PUNCT,ADP,PRON,NOUN,VERB,VERB,PUNCT,ADJ,NOUN,NOUN,VERB,VERB,CCONJ,ADV,ADP,PRON,ADP,NUM,NOUN,ADP,PROPN,PROPN,ADJ,PROPN,PROPN,ADP,NOUN,NOUN,ADJ,NOUN,NOUN,CCONJ,NOUN,VERB,PUNCT,NOUN,PRON,ADJ,PUNCT</s></s>!</s>",SAD
1217,"سال از رفتن به مدرسه متنفر بودم و حالا هم از دانشگاه متنفرم در واقع از انجام هر کار روتینی متنفرم کاش کسی درک میکرد نوشته شده در کلاس اصول مدیریت مالیصبح</s>NUM,NOUN,ADP,NOUN,ADP,NOUN,ADJ,ADJ,AUX,CCONJ,ADV,ADV,ADP,NOUN,ADJ,VERB,AUX,PUNCT,ADP,NOUN,ADP,NOUN,DET,NOUN,ADJ,ADJ,ADJ,ADJ,VERB,AUX,PUNCT,INTJ,NOUN,NOUN,VERB,PUNCT,PUNCT,ADJ,VERB,VERB,VERB,ADP,NOUN,NOUN,NOUN,ADJ,PUNCT,NUM,NOUN,PUNCT</s></s>-</s>",HATE
1218,"اتفاقا من هنوز به چیزای کوچیک توجه میکنم هنوز خوشحالم میکن هنوز حواسم هست هنوز با یکم بالا پاین احساسات مختلف توم تریگر میشن و این ایستای برام خوب موندنه حتی اگه از نظر بقیه نامطلوب باشه</s>ADV,ADV,PRON,ADV,ADP,NOUN,NOUN,ADJ,ADJ,NOUN,VERB,ADV,ADJ,PRON,VERB,VERB,AUX,ADV,NOUN,PRON,AUX,ADV,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,ADJ,AUX,AUX,CCONJ,DET,NOUN,NOUN,NOUN,ADP,PRON,ADJ,VERB,VERB,VERB,ADV,SCONJ,ADP,NOUN,NOUN,ADJ,ADJ,ADJ,AUX</s>",HAPPY
1219,"ناموسن چطوری میتونین نرد نباشین و لذت گم شدن تو دنیاهای افسانه ای هری پاتر و ارباب حلقه ها و جنگ ستارگان هیچ وخ نچشین</s>ADJ,ADJ,ADJ,ADV,AUX,AUX,VERB,AUX,ADJ,NOUN,ADJ,AUX,AUX,CCONJ,NOUN,ADJ,NOUN,ADP,NOUN,NOUN,ADJ,ADJ,ADJ,PUNCT,NOUN,PROPN,NOUN,PROPN,CCONJ,NOUN,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,PUNCT,ADV,NOUN,VERB,VERB,VERB,PUNCT</s>",SURPRISE
1220,"این کالا رو پیشنهاد نمیکنمشرکت متخص داخلی آورده که بچها رو معاینه کنه برم بهش بگم سر فلان چیز اعصابم خورده و یچی بده بی خیال شم</s>PUNCT,DET,NOUN,ADP,NOUN,VERB,VERB,VERB,NOUN,NOUN,ADJ,ADJ,VERB,SCONJ,NOUN,PRON,ADP,NOUN,NOUN,VERB,PUNCT,VERB,ADP,PRON,VERB,ADP,DET,DET,NOUN,NOUN,PRON,VERB,CCONJ,NOUN,NOUN,VERB,ADJ,NOUN,AUX</s>",ANGRY
1221,"امروز دوباره بهم یادآوری شد که چقد از دخترا بدم میاد البته منظورم جمع دخترونه ست اونم وقتی که نزدیک باشن و صدا و حرفاشون رو مخت باشه نکته خودم تو جمع نیستم</s>NOUN,ADJ,PRON,NOUN,NOUN,VERB,SCONJ,DET,NOUN,ADP,NOUN,NOUN,ADJ,VERB,ADV,NOUN,PRON,NOUN,NOUN,AUX,AUX,ADV,ADV,NOUN,SCONJ,ADJ,AUX,AUX,CCONJ,NOUN,CCONJ,NOUN,PRON,PRON,ADP,ADJ,ADJ,AUX,PUNCT,NOUN,NOUN,PUNCT,PRON,ADP,NOUN,AUX,AUX,PUNCT</s>",HATE
1222,"دلتنگش که میشوم از هریک از کوچه های خیالم به پیشوازش میروم تا شاید در یکی ازین کوچه ها خنده هایش را به یاد اورم ریبواریغهریب</s>ریبواری_غه_ریب</s></s>ADJ,ADJ,ADJ,PRON,SCONJ,VERB,VERB,VERB,ADP,DET,NOUN,ADP,NOUN,NOUN,NOUN,PRON,ADP,NOUN,NOUN,PRON,VERB,VERB,SCONJ,ADV,ADP,NOUN,ADP,DET,NOUN,NOUN,NOUN,NOUN,PRON,ADP,ADP,NOUN,VERB,VERB,PUNCT,PUNCT,PUNCT,NOUN,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN</s>",SAD
1223,"بعد از سال دوندگی در وزارت کشور وزارت ارتباطات وزارت ارشاد و سازمان ثبت قوه قضائیه بالاخره موفق به ثبت انجمن ملی نرمافزارهای آزادمتن باز شدیم به امید موفقیت این انجمن</s>ADP,ADP,NUM,NOUN,NOUN,NOUN,ADP,PROPN,PROPN,PUNCT,PROPN,PROPN,PUNCT,PROPN,PROPN,CCONJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,ADV,ADJ,ADP,NOUN,PROPN,PROPN,PROPN,NOUN,NOUN,PROPN,ADJ,PUNCT,NOUN,PROPN,ADJ,VERB,AUX,PUNCT,ADP,NOUN,NOUN,DET,NOUN</s>",HAPPY
1224,"خیلی کم پیش میاد من تو خواب حرفی بزنم ولی دیشب مثل اینکه با عصبانیت میگفتم خاک بر سرتون با این دینداریتون مثل اینکه هرچقدر هم که میخوام بیخیال باشم و اعصابم رو درگیر نکنم ناخودآگاهم داره حرص میخوره</s>ADV,ADJ,ADJ,VERB,PRON,ADP,NOUN,NOUN,ADJ,VERB,VERB,CCONJ,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,VERB,VERB,VERB,NOUN,ADP,NOUN,PRON,ADP,DET,NOUN,NOUN,PRON,PUNCT,ADP,NOUN,DET,NOUN,NOUN,ADV,SCONJ,VERB,ADJ,ADJ,ADJ,AUX,CCONJ,NOUN,PRON,ADP,ADJ,VERB,VERB,PUNCT,ADV,ADJ,ADJ,ADJ,PRON,AUX,NOUN,NOUN,VERB,VERB,VERB,PUNCT</s>",ANGRY
1225,"آدمای که بهم نزدیک میشن همیشه ی ترس آسیب دیدن ازشون همراهشونه</s>NOUN,NOUN,SCONJ,PRON,ADJ,VERB,AUX,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,PRON,NOUN,PRON,AUX</s>",FEAR
1226,"کسیکه به بـد رای میده ومنتظر خوبـتر شدن اوضاعه همونه که یخچالو پر موادمقوی میکنه ومتوقع ه ریپیست دوباره دست به تجاوز نزنه تحریم انتخوابات</s>تحریم,انتخوابات</s></s>NOUN,SCONJ,ADP,NOUN,NOUN,NOUN,NOUN,VERB,CCONJ,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,AUX,PRON,AUX,SCONJ,NOUN,ADP,ADJ,NOUN,ADJ,ADJ,ADJ,VERB,CCONJ,ADJ,AUX,NOUN,NOUN,NOUN,ADJ,NOUN,ADP,NOUN,VERB,VERB,VERB,PUNCT,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN</s></s>!</s>",OTHER
1227,"اکثر متنای که می خوام تویت کنم یکم طولانیه و در نتیجه نمیشه تویت کنم اعصابم از این خردهخب نمیشه اینجوریچاره چیه خب</s>NOUN,NOUN,NOUN,SCONJ,VERB,VERB,VERB,NOUN,NOUN,NOUN,VERB,VERB,NOUN,NOUN,ADJ,ADJ,AUX,CCONJ,ADP,NOUN,VERB,VERB,NOUN,NOUN,NOUN,VERB,VERB,PUNCT,NOUN,NOUN,PRON,ADP,DET,NOUN,VERB,PUNCT,ADV,VERB,VERB,ADV,NOUN,ADJ,PUNCT,PUNCT,NOUN,NOUN,ADV,AUX,ADV,PUNCT,PUNCT</s></s>!</s>",ANGRY
1228,"موضوعی که برنامهی زندهی صبحگاهی یک شبکهی رادیوی برای اظهارنظرهای شنوندگان عزیز داده ویژگیهای یک فرد انقلابیه؛ یک شنونده در پیامک تولد بهمنیها رو تبریک گفته و افزوده انقلابیها شخصپرست نیستند</s>NOUN,ADP,SCONJ,NOUN,ADJ,NOUN,NOUN,ADJ,ADJ,ADJ,NUM,NOUN,ADJ,ADJ,ADJ,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,VERB,PUNCT,NOUN,NOUN,NUM,NOUN,ADJ,AUX,PUNCT,NUM,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,VERB,CCONJ,VERB,VERB,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,PUNCT,AUX,PUNCT</s>",OTHER
1229,"به دنبال هشدار رئیس کمیسیون گردشگری شورای شهر شیراز به مسئولان در خصوص احتمال ریزش سقف بازار وکیل شمالی نایب رئیس این شورا نیز در تویتی خواستار توجه رئیس دولت به این موضوع شد</s>ADP,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PUNCT,ADP,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PUNCT,NOUN,NOUN,NOUN,DET,NOUN,ADV,ADP,NOUN,NOUN,ADJ,NOUN,NOUN,NOUN,ADP,DET,NOUN,AUX,PUNCT</s>",OTHER
1230,"اگر تونستید از ایران فرار کنید ولی هنوز احساس خشم دارید این مقاله کمکتون میکنه ولی اگر مثل من داخل ایران هستید همون عصبانی باشید راحت ترید چون خشم تنها چیزیه که براتون باقی مونده </s>SCONJ,VERB,VERB,AUX,ADP,PROPN,NOUN,VERB,CCONJ,ADV,NOUN,NOUN,NOUN,VERB,PUNCT,DET,NOUN,NOUN,PRON,VERB,PUNCT,CCONJ,SCONJ,ADP,PRON,NOUN,PROPN,AUX,ADV,NOUN,ADJ,ADJ,ADJ,AUX,ADJ,AUX,AUX,PUNCT,SCONJ,NOUN,NOUN,ADV,NOUN,AUX,SCONJ,ADP,PRON,NOUN,VERB,VERB,PUNCT</s>",ANGRY
1231,"امروز هم یکی دیگه از دوستام بچه دار شد بهش تبریک گفتم و یکم حرف زدیم ولی هنوز نمیدونم چه هیزم تری به این یکی فروخته بودم </s>NOUN,ADV,NOUN,ADJ,ADP,NOUN,PRON,ADJ,ADJ,VERB,PUNCT,PUNCT,ADP,PRON,NOUN,VERB,CCONJ,NOUN,ADV,NOUN,VERB,VERB,PUNCT,CCONJ,ADV,VERB,VERB,VERB,DET,NOUN,NOUN,ADJ,ADP,DET,NOUN,VERB,VERB,AUX,PUNCT,PUNCT,PUNCT</s>",SAD
1232,"امینم بعد از گوش دادن رپ عزت الهی جان به جان آفرین تسلیم کرد ادامه مسیر موسیقیشم سپرد به مقداد</s>PROPN,PROPN,ADP,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,VERB,NOUN,NOUN,NOUN,NOUN,VERB,VERB,ADP,NOUN,NOUN</s>",OTHER
1233,"من دقیقا از سایت ایکیا چند روز پیش همین کار رو هزار تومان خریدم تازه با تخفیف زدید هزار تومن خنده داره بخدا</s>PRON,ADV,ADP,PROPN,PROPN,PROPN,DET,NOUN,ADJ,DET,NOUN,ADP,NUM,NUM,NOUN,VERB,VERB,ADV,ADP,NOUN,VERB,AUX,NUM,NUM,NOUN,NOUN,ADJ,ADJ,INTJ,VERB,NOUN</s>",SURPRISE
1234,"هی میخوام یچی بگم هی میگم ولش کن اعصاب خودتو خورد نکن هی دوباره میام فحش بدم بلکه خالی شم میگم بیخود به خاطر همچین آدم بی ارزشی پا روی تصمیمت نذار فقط بگم زمین گرده آقای زاکانی زمین گرده نمیدونستی بدون</s>زاکانی،</s></s>INTJ,VERB,NOUN,NOUN,VERB,ADV,VERB,NOUN,PRON,VERB,NOUN,PRON,PRON,NOUN,VERB,PUNCT,ADV,ADV,ADV,VERB,VERB,NOUN,VERB,ADV,ADJ,AUX,VERB,ADV,NOUN,ADP,NOUN,DET,DET,NOUN,ADJ,ADJ,ADJ,NOUN,ADP,NOUN,PRON,VERB,VERB,ADV,VERB,NOUN,NOUN,VERB,NOUN,NOUN,PROPN,NOUN,PROPN,PUNCT,NOUN,NOUN,VERB,PUNCT,VERB,VERB,VERB,ADP</s>",ANGRY
1235,"وارد ماجراهای نشید که توش گزینه ی فرار نیست</s>ADJ,NOUN,NOUN,NOUN,NOUN,AUX,VERB,VERB,SCONJ,PRON,PRON,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,AUX</s>",OTHER
1236,"طرف سال پایانامه نوشته ازین صفحه صفحش در مورد دین و در دفاع از مقدسات و آرمانها بوده باز یکم میری جلوتر این پایانامه رو به همه تقدیم کرده صفحه تقدیمی بعد آیاتی از قرآن نوشته و رخصت خواسته که در مورد موضوعش بنویسه عجب وضعیتی بوده</s>NOUN,NOUN,NUM,NUM,NOUN,NOUN,VERB,PUNCT,ADP,NOUN,NUM,NUM,NOUN,PUNCT,NUM,NOUN,PRON,ADP,NOUN,NOUN,CCONJ,ADP,NOUN,ADP,NOUN,NOUN,CCONJ,NOUN,NOUN,AUX,PUNCT,ADV,ADV,ADV,NOUN,ADJ,ADJ,DET,NOUN,NOUN,ADP,ADP,NOUN,NOUN,VERB,NUM,NOUN,ADJ,ADJ,PUNCT,ADV,NOUN,ADJ,ADP,PROPN,VERB,CCONJ,NOUN,VERB,SCONJ,ADP,NOUN,NOUN,PRON,VERB,VERB,VERB,PUNCT,ADV,ADV,NOUN,ADJ,AUX,PUNCT</s>",SURPRISE
1237,"زندگی با خانواده یعنی من اعصابم را دوست ندارم</s>NOUN,ADP,NOUN,SCONJ,PRON,NOUN,PRON,ADP,NOUN,VERB,PUNCT</s>",ANGRY
1238,"هرشب با دست خالی میریم به جنگ خاطره ها و صبح که پامیشیم خستگی یه جنگ نابرابر رو دوشمون سنگینی میکنه</s>DET,NOUN,ADP,NOUN,ADJ,VERB,VERB,ADP,NOUN,NOUN,NOUN,NOUN,CCONJ,NOUN,SCONJ,VERB,VERB,VERB,NOUN,NOUN,NOUN,NUM,NOUN,ADJ,ADJ,ADJ,ADP,NOUN,NOUN,PRON,NOUN,NOUN,VERB</s>",SAD
1239,"تصویری عجیب از نشست راهبری و اقتصاد مقاومتی استاندار یزد و مسئولان ارشد استان</s>یزد</s></s>NOUN,ADJ,ADP,NOUN,NOUN,NOUN,CCONJ,NOUN,ADJ,ADJ,NOUN,NOUN,PROPN,NOUN,CCONJ,NOUN,ADJ,NOUN,PUNCT</s></s>!</s>",SURPRISE
1240,"قانون منع بکار گیری بازنشستگان شهرداران را معاف کردهاین قانونگذاری ملکت خراب شده ما خیلی عجیبهیه قانون تصویب میشه بعدیه تبصره میزن قانون رو نفی میکنهمثل این میمونه که بگن طبق قانون دزدی کار غیرقانونی است ولی تبصره معافیت از این قانون برای فقرا میاد مجلسبیعرضه</s>بازنشستگان,شهرداران,معاف,قانونگذاری,قانون,تبصره,دزدی,غیرقانونی,معافیت,فقرا,مجلس_بی_عرضه</s></s>NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,PUNCT,DET,PUNCT,NOUN,NOUN,NOUN,ADJ,VERB,PRON,ADV,ADJ,AUX,PUNCT,NUM,PUNCT,NOUN,NOUN,AUX,ADJ,AUX,PUNCT,NOUN,NOUN,NOUN,VERB,VERB,NOUN,ADP,NOUN,NOUN,VERB,PUNCT,ADP,PRON,VERB,VERB,AUX,SCONJ,VERB,VERB,ADP,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,PUNCT,ADJ,ADJ,ADJ,AUX,CCONJ,NOUN,PUNCT,NOUN,NOUN,NOUN,ADP,DET,NOUN,ADP,PUNCT,NOUN,NOUN,VERB,PUNCT,PUNCT,NOUN,PUNCT,ADJ,NOUN,NOUN,ADJ</s></s>!,!</s>",ANGRY
1241,"یارو داشت با موبایل صحبت میکرد یهو داد زد بابابزرگ شدم و دوباره ادامه صحبت شد بعد از تموم شدن حرفش همه بهش تبریک گفتن و پرسیدن حالا دختره یا پسر با یک حالت غضبناک و ناراحت صداش دو رگه کرد گفت خب معلومه پسره دیگه میخوام بگم ما درست شدنی نیستیم</s>NOUN,NOUN,AUX,ADP,NOUN,NOUN,VERB,ADV,ADV,NOUN,VERB,PUNCT,NOUN,ADJ,ADJ,ADJ,VERB,CCONJ,ADV,NOUN,NOUN,AUX,ADP,ADP,ADJ,ADJ,NOUN,NOUN,PRON,NOUN,ADP,PRON,NOUN,NOUN,CCONJ,NOUN,NOUN,ADV,NOUN,AUX,CCONJ,NOUN,PUNCT,PUNCT,ADP,NUM,NOUN,ADJ,ADJ,ADJ,CCONJ,ADJ,NOUN,PRON,NUM,NOUN,NOUN,VERB,VERB,ADV,ADV,AUX,NOUN,AUX,ADJ,PUNCT,VERB,VERB,PRON,ADJ,ADJ,ADJ,AUX,AUX,PUNCT</s></s>!,!,!,!</s>",SAD
1242,"بی بی سی گفته عملیات موفقیت آمیز تروریستی در تهران واقعا همچین صفتی داده به این حملات تروریستی کسی ضبط شده این رو داره</s>NOUN,NOUN,NOUN,VERB,NOUN,ADJ,ADJ,ADJ,ADP,PROPN,PUNCT,ADV,DET,DET,NOUN,ADP,VERB,ADP,DET,NOUN,ADJ,PUNCT,NOUN,ADJ,ADJ,PRON,ADP,VERB,PUNCT</s>",SURPRISE
1243,"خیلی عجیبه تو انسانی یه موجود ناقص اونوقت انتظار داری طرف مقابلت کامل و بی نقص باشه فاک ایت بابا</s>ADV,ADJ,AUX,PRON,NOUN,NUM,NOUN,ADJ,ADJ,PUNCT,ADV,NOUN,NOUN,VERB,NOUN,NOUN,PRON,ADJ,CCONJ,ADJ,NOUN,AUX,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN</s></s>!</s>",ANGRY
1244,"کاش بفهمید با هر استوری ای ک از تبریک تولد گفتن دوستاتون میزارید ی فحش از طرف ما میخورید</s>INTJ,VERB,VERB,VERB,ADP,DET,NOUN,NOUN,ADJ,SCONJ,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,PRON,VERB,VERB,VERB,PUNCT,DET,NOUN,ADP,NOUN,PRON,VERB,VERB,VERB</s>",ANGRY
1245,"چطور خودتون رو قانع میکنید که میشه با عذرخواهی یا استعفای صوری فلان عمله نظام انتقام خون اون انسانهای مظلومی که در طول این سالها در سطوح مختلف قربانی جنایت خیانت و بیتفاوتی مسئولان شدن رو گرفت فقط با سرنگونی این رژیم بیدادگر و محاکمه تکتک عوامل منحوسش شاید آرام بگیریم</s>ADV,PRON,PRON,ADP,ADJ,ADJ,VERB,SCONJ,AUX,ADP,NOUN,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,ADJ,ADJ,DET,DET,NOUN,NOUN,NOUN,NOUN,NOUN,DET,NOUN,NOUN,ADJ,ADJ,SCONJ,ADP,NOUN,DET,NOUN,NOUN,ADP,NOUN,ADJ,NOUN,NOUN,PUNCT,NOUN,CCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PART,VERB,PUNCT,ADV,ADP,NOUN,NOUN,NOUN,DET,NOUN,ADJ,ADJ,ADJ,CCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,PRON,PUNCT,ADV,ADV,ADV,PUNCT,ADJ,VERB,VERB,PUNCT</s></s>!</s>",ANGRY
1246,"هدیه ام از تولدسلام من دیشب میخاستم از عابر پول انتقال بدم دستگاه ارور داداما پول از حسابم کم شده حالا باید چی کار کنم پولمو میخام</s>PUNCT,NOUN,NOUN,PRON,ADP,NOUN,NOUN,PUNCT,PRON,NOUN,NOUN,VERB,VERB,VERB,VERB,ADP,NOUN,NOUN,NOUN,NOUN,VERB,PUNCT,NOUN,NOUN,NOUN,NOUN,VERB,PUNCT,CCONJ,NOUN,ADP,NOUN,PRON,ADJ,VERB,PUNCT,ADV,ADV,AUX,ADV,NOUN,VERB,PUNCT,PUNCT,NOUN,NOUN,NOUN,PRON,VERB,VERB,PUNCT</s>",SAD
1247,"آقا بیا که بی تو پریشان شدن بس است از دوری تو پاره گریبان شدن بس است کنعان دل بدون تو شادی پذیر نیست یوسف ظهور کن که پریشان شدن بس است امامزمانم الهمعجلولیکالفرج</s>امام_زمانم,اللهم_عجل_لولیک_الفرج</s></s>NOUN,VERB,SCONJ,ADP,PRON,ADJ,NOUN,ADJ,AUX,ADP,NOUN,NOUN,PRON,ADJ,ADJ,ADJ,NOUN,ADJ,AUX,NOUN,NOUN,NOUN,PUNCT,ADP,PRON,ADJ,ADJ,AUX,NOUN,PUNCT,NOUN,VERB,SCONJ,ADJ,NOUN,ADJ,AUX,PUNCT,NOUN,NOUN,PUNCT,NOUN,PRON,PUNCT,NOUN,NOUN,PUNCT,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN</s>",SAD
